name,x,y,size
MagicFox Swap,0.3414863348007202,0.9032782316207886,364
KefirSwap,-0.30519431829452515,-0.8889630436897278,423
Spiral Fi Mixer,0.9157255291938782,0.19984695315361023,454
Scatter,0.8029500842094421,0.5392158627510071,78
FLRX,-0.8795538544654846,-0.3342408239841461,38
SWFT,-0.4907403290271759,-0.6271981596946716,217
Nano Swap,-0.17677779495716095,0.832141637802124,377
BalloonSwap,-0.23138509690761566,0.9441420435905457,65
Arbitrum Exchange V2,0.11736471951007843,-0.9433489441871643,199
Atlas USV,0.3452044427394867,-0.8377387523651123,488
Binance CEX,0.0421760119497776,-0.9335812330245972,207
Fusion Dex,0.9715433716773987,0.2642289400100708,39
Francium,0.833773672580719,0.4080471992492676,59
Forthewin Network,-0.7793514132499695,-0.1537363976240158,435
Unit Protocol,0.4489509165287018,-0.7687070369720459,44
StellarX,0.8848091959953308,-0.5005958080291748,153
Monster,0.6239457726478577,-0.752718448638916,469
DerpDEX,-0.02207784540951252,-0.8678759932518005,337
DexFinance Arbitrum,0.7401115298271179,0.49432703852653503,321
VeniceSwap,-0.7269822955131531,-0.5976544618606567,432
Goldfinch,0.6799039840698242,0.3864452540874481,318
Bella Protocol,-0.9049263000488281,-0.2549811005592346,438
Osmosis DEX,-0.0042846426367759705,0.9030640125274658,345
Evmos DAO,0.1844957172870636,-0.9768462181091309,325
Vaporwave,-0.09675764292478561,0.9242871999740601,27
zkDefi,0.4500803053379059,0.8719868659973145,194
MintSwap,-0.9089251160621643,-0.3210747539997101,27
WagyuSwap,0.9364097118377686,0.38675186038017273,28
OpenOcean,-0.9174830913543701,0.07218247652053833,492
Wisteria Swap,-0.6042648553848267,0.6478662490844727,322
ETHGlobal,0.18798665702342987,-0.9591542482376099,263
Beanstalk,0.5615907907485962,-0.680664598941803,23
Ara Finance,0.8359073400497437,-0.10622266680002213,438
Obric,0.851163387298584,-0.5507369637489319,102
CENNZnet Bridge,-0.6594699621200562,-0.22704997658729553,473
Levinswap,-0.8030080199241638,-0.6104082465171814,380
Kassandra DAO,0.8560358285903931,0.07666298747062683,218
Puzzle Lend,0.170612171292305,-0.9703088998794556,110
BAO Markets,0.14480678737163544,-0.6757141351699829,403
Kleva Farm,-0.5158432126045227,-0.694747269153595,464
TiPiDao,-0.6701221466064453,-0.1513608992099762,277
Poopsicle,-0.43779176473617554,0.7675346732139587,246
Thoreum Finance,0.8865076303482056,0.3237517476081848,39
Zolidly Finance,0.6511801481246948,-0.7657160758972168,405
Hyperliquid,-0.26285451650619507,-0.9173908233642578,230
Pinyottas,0.6127697825431824,0.6461392641067505,319
Morpho AaveV3,-0.9433709383010864,-0.2998495399951935,379
Kuu Finance,0.49541741609573364,-0.855597198009491,265
Xmas Past,0.788016676902771,0.47088974714279175,432
Nostra mainnet,-0.732306182384491,0.5620341897010803,124
Tropykus zkEVM,-0.9129583239555359,-0.4452938735485077,415
SharkSwap,-0.20906059443950653,0.6432265639305115,483
MinerSwap,-0.8829371333122253,0.22077886760234833,106
Brine.fi,-0.4469079077243805,0.8653899431228638,444
Hundred Finance,0.6647766828536987,0.1942465752363205,391
HOPE Collateral,-0.6443087458610535,-0.6946673393249512,496
Ante Finance,0.7464163899421692,0.511012852191925,177
Solrise Finance,0.07898499816656113,0.8265582323074341,289
Strips Finance,0.3051997125148773,-0.9413872361183167,486
Meridian Trade,0.6318877339363098,-0.3822847604751587,25
10KSwap,-0.6969375610351562,0.7496316432952881,190
ArthSwap,-0.7034049034118652,0.6696531176567078,132
Nayms,-0.9030711054801941,-0.42185795307159424,331
Goober,-0.8069127798080444,0.36213669180870056,202
HipPoWSwap,0.5148323178291321,0.6527372598648071,322
PostTechSoFi,0.804891049861908,0.38925930857658386,263
MetaMask,0.5265615582466125,0.8831084370613098,121
WitSwap,0.945903480052948,0.15141423046588898,341
Farm Hero,0.8540781736373901,0.2656085789203644,372
Increment Swap,-0.6161903738975525,-0.7688244581222534,252
Silo Finance,0.0410945862531662,0.9150488972663879,59
Aptin Finance,0.4071681797504425,-0.4490611255168915,253
Genesis Finance,-0.5401617288589478,-0.8697476983070374,180
Solid World,0.8341143131256104,-0.011129719205200672,371
DackieSwap V3,0.9873173236846924,0.10418009757995605,498
KlayBank,0.5394755005836487,0.8452108502388,186
JulSwap,0.7574421763420105,0.5445640087127686,188
REX Staking,-0.9638796448707581,0.1769445687532425,258
Lockless Protocol,-0.5279212594032288,-0.7238324880599976,232
Louverture,0.9105100035667419,0.2746806740760803,242
HoustonSwap,-0.9366388916969299,0.237992525100708,273
DynastySwap,-0.12811368703842163,-0.9697806239128113,319
Pact,0.21650591492652893,-0.9689785838127136,205
SWAPP,0.22382736206054688,-0.9839144349098206,149
Nolus Protocol,-0.30500683188438416,0.9560312032699585,369
Hydradex V3,-0.7276713252067566,-0.7555721402168274,401
DeFis Network,0.31018272042274475,0.22502265870571136,421
Sphere Finance,-0.7594427466392517,-0.5405339002609253,31
Synclub Staked BNB,-0.8946269154548645,0.3668980896472931,83
ShadeSwap,0.8578253984451294,0.057201407849788666,77
Pandora Swap,0.7631712555885315,-0.7223038673400879,59
MonarchPay,0.8990399241447449,0.43619847297668457,87
Arrakis V2,0.24103929102420807,-0.8995015025138855,354
Ignore Fud,-0.05877651646733284,0.9829423427581787,181
Base Protocol,0.4798955023288727,0.7322295308113098,210
Spartan,0.9002791047096252,-0.18095174431800842,88
Baker Guild,-0.7401071786880493,0.48018255829811096,143
FoxSwap,0.3047332465648651,0.8505181670188904,161
SpiralDao,-0.5245878100395203,0.6080611348152161,430
CoChilli,-0.7273200750350952,0.7093669772148132,337
OmniBTC,0.8839994072914124,0.5415187478065491,231
Beam Swap,-0.8995286226272583,0.30639785528182983,454
The Grand Banks,0.34485384821891785,0.9359131455421448,197
Hedgehog,0.3362463414669037,0.7657882571220398,492
0x,-0.9957075715065002,0.09731622785329819,135
Onsen Swap,-0.8398362398147583,-0.5518208146095276,65
KlaySwap V3,-0.8400776386260986,0.1360182911157608,188
SaitaSwap,-0.593288004398346,-0.7163516283035278,266
cipher.rip,-0.44907906651496887,0.4962374269962311,371
Kapinus,-0.3814038038253784,-0.8970444202423096,263
Agora,-0.3371524214744568,-0.36906811594963074,109
Tinyman,0.39297378063201904,0.9067072868347168,486
Phenix DEX,-0.9650152921676636,0.26633018255233765,390
Proxy,0.4526955187320709,0.840787410736084,299
MyMine,0.6670715808868408,-0.7145530581474304,82
Turbos,0.17548814415931702,0.9464207887649536,351
Golff Protocol,0.8762117624282837,0.44889700412750244,452
Opankeswap,-0.5603920817375183,0.7929085493087769,362
H2Odata,-0.8742148876190186,-0.34819310903549194,423
HaloFi,0.6333696246147156,0.8350326418876648,79
Klever Exchange,0.8772729635238647,-0.4690708518028259,224
TiTi Protocol,-0.28077560663223267,0.8280280232429504,285
Wrapped BNB,0.5390368700027466,0.8717997074127197,440
Sable Finance,-0.7367569804191589,0.2083444744348526,383
Ditto,-0.8961561322212219,0.11459676921367645,338
CougarSwap,0.6774520874023438,0.651872456073761,290
Fuji V1,0.0566362589597702,-0.9225068688392639,174
WBTC,0.3622451424598694,0.9149070382118225,492
onAVAX,0.6919273734092712,-0.7530041933059692,212
Words.art,0.1865679919719696,0.9652899503707886,68
NEOPIN Liquid,-0.9146333336830139,0.13157007098197937,179
IFSwap,-0.5630654692649841,0.759939432144165,499
Synthswap Perps,0.5479956269264221,0.8101049065589905,295
PonytaSwap,0.26980385184288025,0.8679140210151672,428
Goblin FTM,-0.7814109325408936,0.6891035437583923,410
Double Club,-0.2087716907262802,0.9802876710891724,365
Dyson,-0.7647491693496704,0.1156134381890297,78
Stacker Ventures,-0.5707978010177612,0.49191081523895264,477
SharesGram,0.8551809191703796,-0.33745166659355164,64
Paradex,0.8847820162773132,0.21201862394809723,499
DAO Swap,-0.3066304624080658,0.775751531124115,490
FlashPulse,0.8392499089241028,-0.4445560574531555,118
MojitoSwap,-0.38437211513519287,0.8876325488090515,387
Bastion,0.9295477271080017,0.06756822019815445,120
Dibs Money,0.13809148967266083,0.918163001537323,400
Partial Finance,0.15194840729236603,0.8855448961257935,482
Overnight DAI+,0.025626560673117638,-0.9717318415641785,156
Cron Finance,0.037527866661548615,0.7635498046875,54
fx Protocol,0.5633264780044556,-0.724843442440033,428
Dinotopia Finance,0.143401637673378,-0.9447945952415466,174
Kannagi Finance,-0.5751407742500305,-0.8387734293937683,68
Cronofi Finance,0.9425812363624573,0.35062310099601746,358
Vigor,-0.27017778158187866,-0.17088933289051056,265
LogX,-0.024994850158691406,0.9685407280921936,474
IFPool,0.5095255970954895,-0.5675116181373596,143
MetaSwap,0.2988191246986389,-0.860131025314331,390
Giza DAO,0.265930712223053,0.968258261680603,463
CapitalDEX,-0.286406546831131,0.8930351138114929,242
Spoon Exchange,0.28324201703071594,0.9176149368286133,367
USDO,0.02318798005580902,-0.9306500554084778,401
MARSWAP,0.7766904830932617,-0.39009350538253784,178
Bearn,-0.9712694883346558,0.09799128770828247,214
EnterDAO,-0.26233622431755066,-0.885951578617096,42
Zks Miner,0.8307862877845764,-0.5908393263816833,316
Blur Bids,-0.4999801814556122,0.7530983090400696,436
Investin,-0.3887697756290436,0.9065471291542053,119
GND Protocol,0.14767009019851685,-0.8893303871154785,149
SpaceFi Scroll,0.3697327971458435,0.5420971512794495,87
Twindex,0.8145641684532166,-0.2618453800678253,494
Revuto,-0.41410723328590393,-0.7777220010757446,223
TokenPocket,-0.39968565106391907,-0.9463833570480347,102
Opyn Squeeth,0.23820652067661285,0.8286552429199219,339
Lemuria Finance,-0.8014882802963257,-0.6498399376869202,11
Bancor V3,0.7517167925834656,-0.4136236608028412,177
Swop,-0.6903387904167175,-0.713791012763977,103
Swapscanner LSD,-0.3768737018108368,-0.8198778629302979,431
NUDES,-0.7903069853782654,-0.618443489074707,222
marginfi LST,0.896607518196106,-0.3927465081214905,106
XY Finance,0.8429449796676636,0.09311839938163757,449
ClayStack,0.8768425583839417,-0.2179061621427536,58
EthicHub,0.06971896439790726,0.8886805772781372,36
VaporFi,-0.9348045587539673,-0.04498882591724396,93
Circuit Protocol,-0.5977068543434143,0.7395012378692627,54
JustMoney,-0.9381533861160278,0.28299573063850403,184
JioSwap,0.33099648356437683,-0.914743185043335,224
Murica,-0.16258636116981506,0.9587702751159668,215
Flooring Protocol,0.4374096691608429,-0.8617390990257263,382
Raft,0.8560389280319214,0.37992605566978455,362
Illuminate,0.16222617030143738,-0.7774849534034729,385
Basin DAO,0.18942706286907196,0.9180446863174438,364
Gaia DAO,0.9511141777038574,-0.06192940101027489,353
Themis Protocol,-0.7762141823768616,-0.5305490493774414,123
Frogge.Finance,-0.9186143279075623,-0.41532081365585327,48
ThunderPOKT,0.8041709661483765,0.24337011575698853,136
Subzero ZSwap,0.9861433506011963,-0.11356619000434875,27
Single Finance,0.8006865382194519,-0.6811152696609497,293
LemonSwap,-0.905239462852478,0.41506311297416687,458
ArbiCheems,-0.7037699222564697,-0.7671743035316467,217
Kava Liquid,0.7401981949806213,0.7275473475456238,334
Nightmare Finance,0.3982676863670349,-0.8724658489227295,117
SALSA,0.400823175907135,-0.9142293334007263,86
Range Protocol,0.9254484176635742,-0.3326683044433594,369
Parallax,0.12863893806934357,0.9431591033935547,230
Phission Finance,0.9098105430603027,0.38320043683052063,453
Cake Monster,0.11764585971832275,-0.9887330532073975,425
SpiritSwap AMM,-0.04282030463218689,0.8202399611473083,243
pSTAKE Finance,0.5530413389205933,0.8255620002746582,166
MobyDEX,0.3050057590007782,0.9356014728546143,390
Securo Finance,-0.1828508973121643,-0.8563627600669861,88
Winkyverse,0.18994344770908356,0.6170105934143066,229
Penguin Finance,-0.7675654888153076,-0.5562615394592285,46
Avalps,0.974175751209259,0.10648643970489502,130
Shibui DAO,-0.8549086451530457,0.2544425129890442,109
InvictusDAO,-0.05697118490934372,0.9145423173904419,417
Router Protocol,-0.02098599448800087,0.693748414516449,266
CheeseDAO,0.845352292060852,0.5907994508743286,318
Yield Yak Aggregator,-0.5684207081794739,0.46411991119384766,292
Array,0.8571765422821045,0.3671036660671234,368
Okcoin,0.9235846400260925,-0.42572021484375,323
Anedak,-0.017258064821362495,-0.9645547270774841,68
Nava finance,0.2554550766944885,0.8639458417892456,254
InsurAce,0.36012497544288635,-0.8737944960594177,21
AxeDAO,0.7181053757667542,0.5722522735595703,497
Superman Swap,-0.07699339091777802,0.9324935674667358,245
Lif3 Trade,0.7499261498451233,-0.3188701272010803,370
STON.fi,-0.6205371618270874,-0.8011931777000427,92
Ape Finance,-0.928065299987793,0.2569068968296051,26
PegaSys V2,-0.8097702264785767,-0.5186445116996765,410
Volmex,-0.9031062126159668,-0.4065667390823364,477
Heraswap,-0.869942307472229,-0.26990872621536255,473
ADAX Pro,-0.7146402597427368,0.3687222898006439,170
GARD,0.08612040430307388,-0.9962320327758789,213
Lendle,0.8713857531547546,-0.3193496763706207,62
Belt Finance,0.966744601726532,-0.10838600993156433,276
Dracula Finance,0.9861003160476685,0.057286590337753296,45
BTSE,0.25739431381225586,0.9134334325790405,226
Defi Halal,0.3212353587150574,-0.9607797265052795,500
Glitter Finance,0.7042954564094543,0.7315160036087036,64
Sommelier,-0.20764030516147614,-0.9851809740066528,329
Pop Town,-0.9740362763404846,-0.024803178384900093,29
BecoSwap,-0.5330793261528015,-0.8584629893302917,239
ARCx,0.39223378896713257,0.8525120615959167,366
Perion,0.4173295497894287,0.7255690097808838,481
TomoFinance,-0.015003646723926067,-0.9152798652648926,128
Opyn Gamma,-0.8830764293670654,-0.061788011342287064,95
KwikSwap,-0.6796861886978149,0.5417866110801697,462
Spartacus,-0.4811422824859619,0.8067600131034851,403
ValueDefi,0.8588715195655823,0.40874606370925903,340
Universe XYZ,0.8661841154098511,0.5773326754570007,171
TempleDAO,-0.9847033023834229,0.16598135232925415,297
zkBoost,-0.4682462215423584,0.500170886516571,167
SwapFish,0.49515286087989807,-0.8871527910232544,353
TroyDefi,-0.6940772533416748,0.3821977376937866,325
Sobal,0.9032999277114868,0.47084829211235046,205
Astarnova,-0.9127334952354431,0.38395392894744873,387
Bitindi Staking,0.5856590270996094,0.8350128531455994,332
Coinbase Wrapped Staked ETH,0.1738073080778122,-0.8434733748435974,457
Dracula,0.9137243032455444,-0.17176973819732666,487
CerberusDAO,0.22814562916755676,-0.9632573127746582,332
Sablier V1,-0.27484890818595886,-0.8449735045433044,293
ButterSwap,-0.3936328589916229,-0.8008101582527161,437
ApeSwap AMM,-0.2951399087905884,-0.9339959025382996,222
Kimberlite,-0.07747386395931244,-0.8630869388580322,282
NestFi,-0.004965395200997591,-0.9659284353256226,326
Llama Airforce,0.9549288749694824,-0.30337995290756226,367
veSync,0.937076985836029,0.19747880101203918,483
Astral Farm,-0.44298338890075684,0.7420377135276794,159
Fliperino,-0.9367075562477112,0.07791420072317123,102
Concordex,0.83828204870224,0.4939292371273041,400
AdaSwap,-0.5572888255119324,-0.45260584354400635,444
Xray Swap,0.7700458765029907,0.6860809326171875,490
Unlimited Network,0.9172869920730591,0.16399754583835602,248
RobiniaSwap,0.31677117943763733,-0.8928724527359009,356
EXIT10,0.899272084236145,-0.37741875648498535,479
Waka Finance,0.9796215891838074,0.015936031937599182,494
Beefy,-0.5937819480895996,0.4469459354877472,303
Almond,0.9021676182746887,-0.450361043214798,121
Sunny,-0.6246796250343323,-0.671761155128479,377
PureFi,0.3817695081233978,-0.8607478141784668,376
Bitgert Swap,-0.8468285799026489,0.5038895010948181,379
ApolloX,0.5639928579330444,-0.7450711131095886,392
Bodh Finance,-0.7331188321113586,-0.5305377244949341,194
Mummy Finance,-0.22706083953380585,0.9576364159584045,487
Clober,-0.9424846768379211,0.17050857841968536,449
PancakeSwap AMM V3,-0.382118821144104,0.7165057063102722,158
Lemma,0.7778304219245911,-0.6573524475097656,29
PinkPea Finance,0.7197820544242859,-0.6503136157989502,26
Yup,0.5096267461776733,0.467643141746521,365
DefiSaver,0.0527598075568676,0.9022288918495178,492
NerveSwap,0.8196064829826355,0.20439746975898743,128
Comb Financial,-0.6390897035598755,0.1780240386724472,44
Polkastarter,-0.8728740811347961,0.355538934469223,368
Aura,-0.9675354957580566,0.16277366876602173,415
Polyquail,0.8306851387023926,-0.509586751461029,144
DAOLama,-0.9188011288642883,0.395964652299881,110
Algofi Swap,0.10270610451698303,-0.9250237941741943,333
EsdtMarket,-0.0843106210231781,0.9674052596092224,367
Arctic,-0.9672815203666687,-0.2670140564441681,95
Hector Lending,0.9313588738441467,-9.596585732651874e-05,316
ZKasino,-0.9439379572868347,-0.2793888449668884,181
Steadefi,0.2496841549873352,0.9527343511581421,95
OptiFi,0.8467623591423035,-0.25088924169540405,495
Bucket Protocol,-0.5776833891868591,-0.7863188982009888,30
Tranche Finance,-0.896999180316925,-0.35560598969459534,15
MoonBase,0.9039604663848877,0.22701957821846008,137
Numoen,-0.043361470103263855,0.9604705572128296,325
RociFi V2,0.6659818291664124,0.3439142107963562,152
Mars Poolin,0.8064173460006714,-0.5481725335121155,399
QuipuSwap V3,0.6938146948814392,-0.5689705610275269,424
Badger DAO,0.8373700976371765,0.617559552192688,228
Multi-Chain Miner,-0.2458087056875229,0.9669998288154602,370
FORTH DAO,-0.8596483469009399,-0.5401880741119385,394
Dexible V2,0.02853233925998211,-0.9854475855827332,316
wefi,-0.8765708208084106,-0.38381797075271606,50
Oddz,-0.46115636825561523,0.8743515014648438,200
Cowaii Cash,-0.8027812242507935,0.42865806818008423,328
Bitfinex,0.6388218402862549,-0.33469173312187195,393
Allbridge,0.3434255123138428,-0.580088198184967,238
Coinswap Space,0.06235720217227936,0.9497193694114685,262
Dexilla,0.11263171583414078,-0.9774941802024841,399
Aerodrome,-0.7329562306404114,-0.6984165906906128,438
Reflexer,0.24192993342876434,-0.955111026763916,375
Oceanus,-0.8292727470397949,0.6134256720542908,156
KoffeeSwap,-0.7459902763366699,-0.6787046194076538,13
Intercroneswap,0.9530876278877258,0.30414915084838867,471
Jet Margin,-0.6058483719825745,-0.8312174677848816,207
ApexSwap,0.2375074177980423,0.9374878406524658,179
weBribe DAO,0.6568721532821655,-0.5674276351928711,160
Aftermath AMM,0.9424169659614563,0.07754899561405182,74
PleasrDAO,0.575804591178894,-0.8504297137260437,11
Astar Exchange V3,0.7317405939102173,-0.04764436185359955,128
Orion Money,-0.7854347825050354,-0.6506564021110535,201
Demeter,0.5365822911262512,0.8271124958992004,34
BiFi,0.9231128096580505,-0.18699844181537628,213
Fruits of Ryoshi,0.9097219705581665,0.43910032510757446,192
FusionX V2,-0.9234485626220703,-0.14680461585521698,447
RelayChain,0.3622014820575714,0.9474958181381226,50
Tidal Finance,-0.4482560455799103,0.8478978276252747,114
Tenx,0.7575808763504028,-0.487065851688385,114
Swivel Finance,-0.5672879815101624,0.5350934267044067,181
Blizzard,0.536981999874115,-0.7404241561889648,410
Immortal,0.7765132784843445,-0.6796102523803711,262
KawaiiSwap,0.9649807214736938,0.19108182191848755,66
MyTrade,-0.32299691438674927,-0.5743067264556885,471
ZooDAO,-0.9377837181091309,-0.33132368326187134,191
Procyon,-0.10202847421169281,-0.9425915479660034,465
Frog Nation Farm,0.24528339505195618,-0.8770122528076172,106
Kommunitas,-0.26948198676109314,-0.17146863043308258,351
Purple Bridge DEX,0.9357483983039856,-0.23524415493011475,129
Rarify,0.21906815469264984,0.9135128259658813,187
Mercurity,0.284027636051178,-0.9521268606185913,317
CoW Swap,-0.605590283870697,0.6724347472190857,105
Pinnako,0.7989944815635681,-0.3512565791606903,315
Pika V4,-0.7080433964729309,-0.6284593343734741,149
BossSwap,-0.513802707195282,0.8716941475868225,144
Ruby.Exchange Stable,0.8626229166984558,0.21480460464954376,308
Hubble Exchange,-0.23015592992305756,-0.9344825744628906,176
Logium,0.14893382787704468,0.919680118560791,451
Swaprum,0.6161972284317017,0.7323299646377563,21
Sahara Exchange,0.42789211869239807,0.860368013381958,342
Ramp,0.8050769567489624,-0.6089094281196594,87
ClaimSwap V1,-0.8886500597000122,-0.4013337790966034,192
WaterDendy,-0.8065953850746155,0.32849156856536865,465
Vires Finance,-0.33457517623901367,0.5724601745605469,421
MugenFinance,-0.8306307792663574,-0.43159371614456177,73
Crust Finance,0.4168190658092499,-0.8669555187225342,499
Phoenix Finance,0.8746052384376526,-0.23707997798919678,19
Behodler,-0.8083512783050537,-0.6284386515617371,347
Sigmao,0.5158329010009766,-0.8052600622177124,441
Yamato Protocol,-0.11894376575946808,-0.9840452671051025,342
Hunny Finance,0.46785226464271545,-0.44511011242866516,272
Crescent Dex,0.1795313060283661,-0.8698539137840271,222
Symmetric,-0.6659519076347351,0.5796306729316711,242
Iotabee,-0.8456988334655762,0.3393625319004059,306
Shiba Fantom,0.20254404842853546,-0.8536539673805237,255
Kraken,0.8810240030288696,0.2905483841896057,157
Juggler Red,-0.25926730036735535,0.9257616400718689,289
Bogged Finance,0.47047683596611023,-0.8331958055496216,397
ColaFactory,-0.9163454174995422,-0.2235669046640396,347
RoseonX,0.9128055572509766,0.011364193633198738,136
ShibFi,-0.7666011452674866,0.6095529794692993,456
YEL Finance,-0.882487416267395,0.3846176564693451,414
stETH.win,-0.9437983632087708,-0.010117119178175926,65
Doge Compounder,0.7790814638137817,0.6034814119338989,178
MaskEX,0.9686101078987122,0.02821488492190838,232
Ribbon Lend,-0.2816472351551056,-0.8716710209846497,345
Glacier Exchange V2,-0.7808472514152527,0.42711830139160156,405
neuron,0.8142892122268677,0.18082217872142792,248
BooFinance,-0.4816010892391205,-0.8558565974235535,160
Hera Finance,0.26796433329582214,-0.9714779257774353,21
Orderly Network,0.8518053293228149,0.3085980713367462,333
Themis-lsdFil,0.4797652065753937,-0.7612247467041016,243
HashMix FIL,-0.6867893934249878,0.25046154856681824,84
Humble Defi,0.5602494478225708,-0.8096375465393066,40
RadioShack,-0.7317538261413574,-0.6844761967658997,174
Kujira Orca,0.9869245290756226,-0.07840384542942047,456
Milko Farm,0.771298885345459,-0.1751418560743332,217
Starmaker,0.7149632573127747,-0.5902060866355896,273
ether.fi,-0.7706059813499451,0.591494083404541,471
Geist Finance,0.9205794930458069,0.35451504588127136,191
Unbound,0.7993477582931519,0.6287257671356201,372
Stella,-0.6176310777664185,0.7763683795928955,255
Axl Inu,-0.9267399311065674,0.37056583166122437,281
Magnet DAO,-0.963900089263916,0.23186318576335907,401
Shinobi,-0.8349204063415527,0.17230844497680664,17
Kaidex,0.5771583914756775,-0.7640987634658813,307
DefySwap,-0.2853156328201294,-0.9133208394050598,216
Cells Finance,-0.3342988193035126,-0.8260303139686584,363
ThalaSwap,-0.9323450326919556,0.15966591238975525,498
Nerve Staking,-0.8419931530952454,0.28386184573173523,173
Draco Finance,-0.6452316641807556,0.5476450324058533,460
Pegasusdollar,-0.8302655816078186,-0.48448577523231506,161
Kebab Finance,-0.754248857498169,-0.6622434854507446,411
Phezzan Protocol,0.6112147569656372,0.6664257645606995,104
LendeXe Finance,0.6719399094581604,0.6660527586936951,105
NFT20,0.9759631156921387,0.16656917333602905,484
ChickenSwap,-0.9099900722503662,-0.30321234464645386,410
Subzero+,0.8462257981300354,-0.5069165229797363,280
Jumper Exchange,0.9732766151428223,-0.1749403476715088,340
MM Finance Arbitrum,0.969163179397583,0.007531471084803343,71
Zunami Protocol,0.018909355625510216,-0.8793653845787048,492
JetMine DAO,-0.7863163948059082,-0.34194400906562805,382
Glacier Exchange V3,-0.3350241780281067,0.9154439568519592,126
Notiboy,-0.4600042402744293,-0.8884995579719543,247
Mesher,0.00973217748105526,0.9519959092140198,109
Kleros,-0.4049779176712036,0.8016459345817566,119
Interlay Staking,0.027895968407392502,0.9625675082206726,126
Tranchess Ether,-0.8415475487709045,-0.5378976464271545,448
NetSwap,0.26877331733703613,-0.8312966823577881,381
Counterstake,0.9983421564102173,-0.044484563171863556,20
PuddingSwap,0.447411447763443,0.7776417136192322,357
Pippi,0.7814629077911377,0.7042239904403687,47
Orchai,0.6708559393882751,-0.4564790725708008,498
TrustSwap,0.9332147836685181,0.2198832482099533,358
Domani Protocol,0.5610290169715881,-0.8570505380630493,116
Corgi Finance,-0.5098345279693604,-0.8111738562583923,397
Argano,0.8889198303222656,0.040173184126615524,141
Cypher,0.011176614090800285,0.9840388894081116,146
SpartaDex,-0.8817989826202393,-0.36395835876464844,207
Galador,-0.9189849495887756,0.42572394013404846,398
SyncYield,-0.9066721200942993,0.1558069884777069,147
KnightSwap Lending,0.48070573806762695,-0.8432163000106812,168
Mango Markets V3,0.6891453862190247,-0.5428452491760254,249
Kei Finance,0.48496612906455994,0.8028530478477478,332
Knights of Fantom,-0.6710977554321289,0.7288755774497986,453
GMX V2,-0.7752227783203125,0.6715795397758484,332
Djed Stablecoin,0.7031735181808472,0.5626688599586487,455
ARPA Staking,-0.6993610262870789,-0.2053542584180832,456
Symblox,0.506659746170044,-0.831417977809906,111
Cubo,0.9300210475921631,-0.13157068192958832,239
Sovryn Dex,-0.15431176126003265,-0.9401116371154785,84
Cryptex V2,-0.8002628684043884,0.6180378794670105,496
GrassLand Finance,-0.7824476361274719,0.6072033047676086,427
Greenhouse,0.04114193096756935,-0.9125745296478271,93
BlockNG,0.6634001731872559,0.7498833537101746,229
Acala Liquid-Staking,0.7046142816543579,-0.7823165655136108,234
Aelin,0.6753371953964233,-0.5428393483161926,367
FairySwap V1,-0.3737230896949768,0.9471316337585449,10
Impermax Finance,-0.014114460907876492,-0.9758331179618835,384
LootSwap,-0.5911837816238403,-0.7777498960494995,110
Brahma,-0.8184774518013,-0.56953364610672,371
Fortune DAO,0.8841177225112915,-0.18389761447906494,300
Moonwell Apollo,0.6542744040489197,0.5942946672439575,326
Percent Finance,0.8245376348495483,0.38203561305999756,367
StableBase,0.4894726872444153,-0.5482392311096191,154
Vortex Protocol,-0.6098867058753967,0.6075499057769775,387
Solidex,-0.2821379601955414,-0.9616916179656982,343
Ampere,0.7636866569519043,-0.5335144400596619,472
MetaStreet V2,0.43648776412010193,0.7952675223350525,260
KryptoDex,0.7954059839248657,0.649073600769043,154
NiiFi,0.8792455792427063,0.06247488781809807,249
DELV,0.8741260170936584,0.5243080854415894,218
ORA Finance,-0.10404834151268005,0.8548115491867065,14
BlueMove Staking,0.5379427671432495,-0.8206673860549927,462
Satin Exchange,-0.9394607543945312,-0.1082114726305008,226
Astar Exchange V2,-0.30843818187713623,0.8751096129417419,166
One guy Finance,-0.6209161281585693,0.5730579495429993,99
StakeDAO,0.9704918265342712,0.09015383571386337,418
TerraFloki,0.9784257411956787,0.23024767637252808,153
Ace of Base,-0.9873834252357483,-0.20448806881904602,213
Bomb Finance,0.3753456473350525,-0.9351755976676941,172
Aark Digital,0.8904025554656982,0.5082107782363892,12
FusionX V3,-0.6815485954284668,0.7749448418617249,68
Loanshark Core,-0.3513386845588684,-0.7942550778388977,433
Ultra Protocol,0.010203785263001919,-0.9440086483955383,308
VyFinance Vaults,-0.9334833025932312,-0.3749953806400299,277
zLot,-0.919696569442749,-0.24756675958633423,483
Beta Finance,-0.8343807458877563,0.5899791121482849,405
Racoon.Bet,-0.9513993263244629,0.15280123054981232,67
Madmex,0.5732464790344238,0.746076762676239,264
CryptoBlades,-0.06769582629203796,0.9757066965103149,46
Mute.io,0.3065595030784607,-0.7199031710624695,37
EvmoSwap,-0.8076639771461487,-0.02636304683983326,471
QuipuSwap V2,0.5160675644874573,0.7107751965522766,469
KSwap Finance,-0.9239365458488464,-0.13046053051948547,168
Potluck Protocol,0.7850825786590576,0.39943915605545044,478
Paraluni Dex,-0.7119275331497192,-0.4903901517391205,355
BaconDAO,-0.5379607677459717,0.7470855712890625,416
Debets,0.9550915956497192,-0.00780836446210742,427
PsyOptions,-0.9192485809326172,0.33193594217300415,106
SweetSwap,-0.9306645393371582,-0.3530983626842499,400
